,0,1,2,3,4,5,6,7,8,9
3298,57,11,49,32,48,58,36,14,34,5
3389,53,3,54,52,56,34,29,37,44,48
3403,37,49,48,31,45,43,15,33,24,56
3412,50,55,47,21,5,52,12,10,0,0
3422,27,39,6,17,29,5,56,42,13,36
3426,57,12,49,30,40,52,38,8,43,60
3428,3,23,51,62,32,4,54,45,43,53
3483,36,45,51,31,43,61,52,7,40,62
3560,20,8,35,50,44,56,1,12,18,40
3571,7,21,30,42,41,47,55,18,13,60
3584,49,31,16,22,61,36,8,37,0,0
3643,56,36,24,53,16,59,58,62,43,2
3690,61,60,24,44,6,57,55,47,31,53
3711,36,9,17,50,38,27,52,11,40,55
3725,17,22,43,55,35,18,40,50,11,15
3759,19,57,60,52,6,27,4,45,31,54
3910,28,14,7,36,34,52,2,8,3,24
3924,19,48,41,54,44,11,53,28,6,20
3968,51,55,11,5,50,19,40,14,60,1
3979,42,2,46,47,22,5,4,39,35,6
4012,21,36,37,15,16,46,1,27,58,55
4073,8,49,36,46,28,51,22,30,50,29
4127,57,20,10,32,28,26,31,41,35,27
4207,50,49,24,61,36,40,17,9,28,57
4216,60,58,45,35,61,44,14,1,62,41
4248,21,57,18,33,9,62,13,50,15,37
4261,14,18,41,28,7,31,57,21,53,5
4299,1,24,29,27,35,15,57,49,46,18
4322,23,41,30,3,42,38,40,59,26,17
4331,21,8,3,5,9,18,50,53,32,59
4356,45,7,48,60,35,18,32,43,44,23
4394,37,27,54,34,21,11,23,9,43,0
4406,5,61,21,1,15,12,14,10,4,23
4475,9,58,18,61,42,10,15,53,35,20
4491,61,22,18,34,60,36,48,52,58,33
4500,15,11,37,30,41,13,9,56,42,40
4530,31,17,45,53,39,57,27,8,58,15
4580,7,1,5,39,59,42,8,48,32,20
4611,5,53,55,49,16,46,14,10,34,8
4637,22,32,51,45,59,33,5,10,35,13
4673,56,27,54,20,60,38,6,4,37,55
4686,32,28,59,38,19,56,2,45,13,22
4702,5,24,27,59,37,46,45,47,23,3
4789,44,31,37,14,9,56,54,35,13,38
4837,22,40,34,41,21,55,11,23,28,46
4910,35,19,4,20,51,58,30,50,26,27
4943,22,20,35,47,16,33,54,8,10,17
4945,33,37,42,47,21,18,41,45,2,9
4964,31,50,7,22,2,10,52,1,4,19
4994,21,51,7,4,42,20,5,33,48,62
5046,21,41,12,23,36,3,47,57,34,42
5067,52,10,36,49,17,21,28,6,32,18
5140,8,18,19,10,38,42,33,4,34,27
5147,49,51,19,44,56,31,48,3,47,4
5153,8,45,5,34,57,36,4,50,29,48
5172,50,14,55,62,28,49,26,34,53,10
5236,32,53,45,27,35,8,39,56,17,57
5299,34,8,36,59,9,43,17,29,15,14
5341,62,27,58,59,36,25,35,28,60,17
5350,3,14,13,21,25,50,29,59,46,18
5386,17,37,42,9,61,25,56,35,11,39
5396,17,34,46,61,49,3,44,7,53,55
5453,45,34,40,49,62,18,43,38,4,8
5462,3,33,35,52,32,28,46,36,30,51
5536,30,4,58,20,10,25,52,11,8,19
5538,3,9,28,29,17,38,24,1,25,8
5544,8,2,30,10,47,55,42,61,33,28
5547,29,61,22,56,46,52,39,4,8,13
5558,18,5,19,34,62,10,8,11,36,17
5628,45,43,40,17,22,59,15,39,18,26
5667,5,27,3,59,39,15,50,4,0,0
5682,56,10,2,22,49,31,45,26,4,44
5735,50,16,17,56,5,43,57,34,22,40
5758,54,37,58,43,39,50,16,20,44,48
5831,52,50,2,8,29,51,53,34,0,0
5909,48,49,56,42,35,43,51,39,28,31
5955,3,36,18,14,22,50,45,42,58,44
5989,14,6,51,2,61,10,38,26,25,32
6024,24,61,17,9,41,51,58,29,21,59
6036,31,57,44,22,56,16,52,0,0,0
6049,48,62,23,27,60,50,40,12,1,56
6050,22,40,28,21,2,29,16,34,62,49
6059,54,37,42,45,21,47,23,5,18,16
6248,54,8,31,23,18,33,42,11,27,39
6260,49,34,8,17,25,44,20,52,41,18
6262,32,6,10,21,62,14,31,39,58,33
6274,16,49,48,56,12,6,55,1,4,2
6292,59,18,42,33,45,9,4,35,34,31
6318,4,42,33,21,30,48,19,14,0,0
6343,50,62,28,21,11,46,39,43,26,24
6384,41,25,61,2,16,27,26,8,21,9
6417,9,31,50,24,56,8,37,33,14,25
6421,10,51,43,2,53,13,9,39,57,11
6439,2,6,59,17,47,46,58,22,54,61
6565,15,35,8,7,20,24,42,37,26,28
6566,13,2,33,22,54,57,42,29,44,3
6606,45,52,54,9,37,57,1,47,15,31
6658,24,21,6,30,49,16,59,15,47,1
6661,53,36,39,56,34,58,43,32,18,52
6749,27,37,19,50,49,13,24,16,46,51
6932,23,42,21,50,49,11,44,27,2,25
6963,44,10,48,54,33,9,45,31,29,26
6977,29,51,19,23,6,40,48,10,28,3
6982,18,1,56,48,12,11,8,21,31,30
7022,56,37,7,43,19,47,30,21,49,11
7030,16,54,23,55,50,43,7,48,24,15
7055,14,45,28,4,59,58,60,1,62,7
7079,21,29,23,52,16,32,11,62,12,33
7101,8,6,7,32,27,24,11,53,16,34
7118,14,17,2,29,6,3,41,10,40,46
7214,51,7,53,61,18,49,22,6,50,44
7270,44,56,60,6,35,2,16,31,13,28
7381,25,49,51,61,46,5,45,41,42,0
7431,43,22,35,32,45,23,12,38,17,26
7441,15,41,50,7,40,45,2,10,48,12
7451,28,27,37,36,9,13,38,4,47,35
7476,23,43,5,32,49,54,41,10,29,50
7503,34,27,56,36,53,40,51,62,11,8
7521,6,27,40,48,51,57,5,29,43,56
7723,4,31,34,12,51,30,44,38,11,45
7832,37,32,38,18,10,19,54,33,25,39
7861,16,28,61,26,15,9,40,58,4,20
7875,34,59,28,11,12,7,14,52,43,16
7899,37,39,50,41,60,44,7,22,15,17
7919,51,14,54,2,24,16,23,9,57,0
7922,55,41,26,47,36,12,57,37,21,7
7960,21,25,28,32,52,17,16,36,38,62
7962,51,37,54,45,58,38,27,22,60,39
7999,43,40,6,22,44,24,34,3,53,60
8015,10,59,30,43,40,62,57,54,1,33
8029,3,54,53,16,36,19,50,45,20,12
8164,32,7,5,19,11,50,15,16,43,6
8278,5,47,46,50,62,27,41,24,7,19
8310,60,14,17,45,20,26,9,47,31,44
8362,39,5,52,57,22,51,10,60,49,23
8395,30,47,41,14,15,53,55,45,3,46
8492,8,19,23,29,1,28,35,3,62,47
8545,22,6,36,37,7,61,19,8,12,42
8659,7,28,8,33,50,61,44,13,59,3
8717,48,56,42,43,20,35,36,60,50,11
8732,57,20,56,58,50,40,51,26,42,60
8746,11,18,36,5,26,25,37,44,62,20
8931,3,53,55,6,29,14,59,23,27,47
8932,61,33,27,24,39,55,0,0,0,0
8985,5,17,6,54,49,58,18,22,31,29
9058,25,41,19,8,52,62,26,0,0,0
9064,16,61,58,9,20,49,44,53,3,7
9120,49,22,32,46,9,62,24,30,28,5
9121,47,48,22,1,61,34,26,62,53,50
9209,27,26,29,34,16,53,60,13,3,32
9212,57,36,61,14,24,58,12,31,7,29
9224,36,51,60,45,4,48,19,24,13,58
9242,36,57,45,18,26,2,43,10,1,55
9260,62,19,27,41,57,56,44,8,32,3
9265,6,37,55,27,14,31,5,32,15,2
9298,12,7,59,9,56,35,52,58,24,55
9365,45,18,48,28,16,58,50,1,10,24
9451,34,2,29,9,42,48,37,36,40,12
9463,23,49,22,5,35,40,6,59,20,21
9499,31,12,28,34,18,9,59,58,25,60
9559,6,27,50,46,57,48,18,51,40,7
9560,28,20,51,14,17,18,15,26,11,16
9606,10,49,22,53,12,25,38,56,48,54
9645,24,11,62,56,59,35,44,15,2,5
9707,5,54,51,28,38,49,55,12,58,42
9743,45,5,61,23,39,49,31,32,7,18
9750,19,60,11,49,39,57,7,3,42,51
9757,49,53,1,18,47,5,62,43,32,41
9760,48,34,51,18,36,53,56,25,44,52
9790,43,10,6,50,61,14,22,27,25,42
9799,15,8,35,9,37,5,11,43,41,48
9817,16,8,7,6,25,12,10,39,52,19
9855,40,47,35,19,56,14,33,29,39,0
9907,4,52,53,38,1,42,36,11,0,0
10092,61,19,36,46,30,47,2,26,52,8
10095,24,25,19,35,11,43,56,36,62,18
10133,17,31,13,61,9,4,57,24,39,33
10140,41,18,17,16,46,45,53,26,7,22
10163,11,33,43,59,38,41,13,19,25,35
10164,43,49,29,46,30,21,37,3,59,32
10240,3,49,17,55,25,16,19,35,50,47
10314,58,54,4,15,8,60,9,16,37,42
10319,28,34,33,44,58,15,13,4,55,16
10430,62,50,59,28,23,9,37,25,57,48
10479,54,22,51,44,13,36,49,25,39,53
10505,57,22,48,61,46,44,62,35,52,39
10590,9,37,24,62,60,56,61,19,55,7
10673,58,4,61,24,25,45,29,39,26,62
10675,42,13,7,31,41,60,4,49,15,11
10701,50,52,20,31,23,38,53,26,60,28
10727,61,41,45,24,58,59,19,20,62,53
10767,17,54,5,11,58,23,62,57,52,33
10833,3,40,21,16,22,23,2,12,27,45
10872,1,46,17,51,35,14,7,43,18,54
10897,1,30,51,26,3,57,56,17,24,48
10909,26,49,4,11,15,0,0,0,0,0
10949,7,30,47,1,23,37,24,12,19,35
10965,26,21,34,4,56,29,45,3,11,2
11084,24,36,49,16,50,14,9,5,57,0
11088,39,60,61,44,28,3,19,59,5,15
11112,49,57,16,54,36,27,12,52,55,13
